# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	6912
#@/user_id	aae06e7b-1c87-4f88-82f7-00d22f8468fb
a 	啊	c=11 d=0.0676654 t=6912
da pei 	搭配	c=0 d=1.3147e-14 t=6912
da pei yi ge 	搭配一個	c=1 d=1.32129e-13 t=6912
da xiao 	大小	c=3 d=3.14405e-06 t=6912
da xiao de 	大小的	c=1 d=1.11472e-13 t=6912
da xing 	大型	c=0 d=1.95657e-15 t=6912
da xing ji 	大型機	c=1 d=1.96637e-14 t=6912
da xue 	大學	c=2 d=6.46499e-12 t=6912
da yin 	打印	c=1 d=1.10041e-08 t=6912
da za hui 	大雜燴	c=1 d=6.36415e-08 t=6912
dai 	待	c=1 d=6.08618e-12 t=6912
dai biao 	代表	c=1 d=2.86574e-08 t=6912
dai biao shi bai 	代表失敗	c=1 d=2.66627e-08 t=6912
dai gan le 	帶感了	c=1 d=0.0138427 t=6912
dai lai 	帶來	c=0 d=3.68279e-07 t=6912
dai le 	待了	c=0 d=0.00134335 t=6912
dai li 	代理	c=2 d=0.000836159 t=6912
dai li zhong 	代理中	c=1 d=0.000356206 t=6912
dai ma 	代碼	c=16 d=0.000904974 t=6912
dai ma duan 	代碼段	c=1 d=1.22286e-14 t=6912
dai ma kuai 	代碼塊	c=3 d=2.66173e-09 t=6912
dai shu 	代數	c=4 d=4.06612e-08 t=6912
dai ti 	代替	c=3 d=0.000136057 t=6912
dai you 	帶有	c=1 d=1.61273e-05 t=6912
dan 	但	c=2 d=1.01639e-07 t=6912
dan 	單	c=0 d=0.000583371 t=6912
dan chu li qi 	單處理器	c=1 d=0.000921047 t=6912
dan diao 	單調	c=1 d=8.03202e-11 t=6912
dan ge 	單個	c=1 d=4.7293e-15 t=6912
dan he 	單核	c=1 d=0.0032717 t=6912
dan he chu li qi 	單核處理器	c=1 d=0.0230521 t=6912
dan shi 	但是	c=61 d=2.06186 t=6912
dan shi bing fei zui jing que 	但是並非最精確	c=1 d=4.19166e-07 t=6912
dan shi dui yu 	但是對於	c=1 d=0.00523397 t=6912
dan shi dui yu ru xia de cheng xu 	但是對於如下的程序	c=1 d=0.0526021 t=6912
dan shi hai mei you 	但是還沒有	c=1 d=0.0219278 t=6912
dan shi ru guo 	但是如果	c=1 d=1.62307e-08 t=6912
dan shi ru guo yi ge lei 	但是如果一個類	c=1 d=1.53433e-07 t=6912
dan shi ru shang de 	但是如上的	c=1 d=2.7333e-06 t=6912
dan shi shi ji shang 	但是實際上	c=1 d=0.50409 t=6912
dan shi xu yao zai 	但是需要在	c=1 d=4.32975e-06 t=6912
dan shi yi 	但是以	c=1 d=1.07047e-07 t=6912
dan shi zai 	但是在	c=0 d=0.0160414 t=6912
dan shi zai yi xie tiao jian xia 	但是在一些條件下	c=1 d=0.161218 t=6912
dan wei 	單位	c=1 d=0.000201883 t=6912
dan wei zhu ti 	單位主體	c=1 d=0.000178665 t=6912
dan yi 	單一	c=0 d=4.82483e-16 t=6912
dan yi de 	單一的	c=1 d=4.84902e-15 t=6912
dan yuan 	單元	c=0 d=5.80706e-05 t=6912
dan zhe yang 	單這樣	c=1 d=0.00494193 t=6912
dang 	當	c=2 d=2.45451e-05 t=6912
dang an 	檔案	c=1 d=8.05281e-12 t=6912
dang dai 	當代	c=0 d=2.02626e-15 t=6912
dang dai de 	當代的	c=1 d=2.03642e-14 t=6912
dang ji 	宕機	c=0 d=3.51202e-15 t=6912
dang qian 	當前	c=5 d=0.00848706 t=6912
dang qian de 	當前的	c=2 d=5.68041e-09 t=6912
dang qian she bei 	當前設備	c=1 d=0.000145549 t=6912
dang ran 	當然	c=1 d=7.05196e-08 t=6912
dang ran ye ke yi zhi liao ban ma 	當然也可以治療斑馬	c=1 d=7.08582e-07 t=6912
dang wo 	當我	c=1 d=1.9321e-13 t=6912
dang zuo 	當作	c=0 d=8.11412e-14 t=6912
dao 	到	c=14 d=0.296666 t=6912
dao chu 	導出	c=4 d=8.19009e-05 t=6912
dao shi hou 	到時候	c=2 d=0.036007 t=6912
dao shu 	導數	c=1 d=5.99251e-06 t=6912
dao zhi 	導致	c=4 d=0.0303496 t=6912
de 	得	c=3 d=0.0141806 t=6912
de 	的	c=320 d=9.63879 t=6912
de biao 	的表	c=1 d=0.0889216 t=6912
de biao shi fu 	的標識符	c=1 d=1.00813e-07 t=6912
de chu 	得出	c=1 d=0.0882015 t=6912
de chu de 	得出得	c=1 d=0.00165327 t=6912
de dao 	得到	c=2 d=6.63883e-05 t=6912
de dao de 	得到的	c=3 d=9.40997e-06 t=6912
de di fang 	的地方	c=0 d=0.0752014 t=6912
de ding yi 	的定義	c=1 d=0.0839142 t=6912
de e 	的額	c=2 d=5.38128e-05 t=6912
de fu lei 	的父類	c=1 d=8.69802e-07 t=6912
de he 	的核	c=0 d=0.00430669 t=6912
de hua 	的話	c=0 d=0.00117371 t=6912
de ji chu 	的基礎	c=0 d=0.000467746 t=6912
de ji chu shang 	的基礎上	c=1 d=0.106992 t=6912
de jia 	得加	c=1 d=0.0111647 t=6912
de kan 	得看	c=1 d=9.23902e-11 t=6912
de ma 	的嗎	c=0 d=0.00191587 t=6912
de nei rong 	的內容	c=1 d=0.0288686 t=6912
de neng li 	的能力	c=0 d=0.014808 t=6912
de shi hou 	的時候	c=0 d=2.42422e-07 t=6912
de shi xian 	的實現	c=2 d=0.218824 t=6912
de shu ju 	的數據	c=0 d=0.00871609 t=6912
de shu ju bi xu cong 	的數據必須從	c=1 d=0.0875977 t=6912
de shun xu 	的順序	c=2 d=0.157426 t=6912
de te shu qing kuang 	的特殊情況	c=1 d=5.32864e-07 t=6912
de yuan li 	的原理	c=1 d=0.0430669 t=6912
de zhi 	的值	c=2 d=0.070493 t=6912
de zhi ling 	的指令	c=1 d=0.0916297 t=6912
de zhi xing jie guo 	的執行結果	c=1 d=0.0521184 t=6912
de zhi xing jie guo shi 	的執行結果是	c=1 d=0.0478349 t=6912
deng 	等	c=4 d=0.782671 t=6912
deng dai 	等待	c=1 d=0.0224378 t=6912
deng dai shi jian tai chang le 	等待時間太長了	c=1 d=0.0105672 t=6912
deng dao 	等到	c=0 d=0.0283654 t=6912
deng ji 	等級	c=1 d=7.03108e-05 t=6912
deng ji biao 	登記表	c=2 d=1.98226e-11 t=6912
deng lu 	登錄	c=0 d=8.76276e-07 t=6912
deng lu hou 	登錄後	c=1 d=8.80668e-06 t=6912
deng yi hui er 	等一會兒	c=1 d=1.02902e-13 t=6912
deng yu 	等於	c=1 d=0.0615532 t=6912
di 	低	c=1 d=2.30004e-05 t=6912
di 	地	c=1 d=7.52654e-11 t=6912
di deng sheng wu 	低等生物	c=0 d=9.39813e-07 t=6912
di di da da 	滴滴答答	c=0 d=9.44524e-07 t=6912
di er 	第二	c=1 d=4.22285e-06 t=6912
di er ge 	第二個	c=0 d=9.37546e-08 t=6912
di er ge su shu 	第二個素數	c=1 d=9.42245e-07 t=6912
di fang 	地方	c=1 d=8.94282e-10 t=6912
di gui 	遞歸	c=4 d=8.7798e-09 t=6912
di gui de 	遞歸的	c=2 d=1.06765e-09 t=6912
di ji 	低級	c=0 d=1.10003e-05 t=6912
di ji de 	低級的	c=2 d=0.444969 t=6912
di san ge 	第三個	c=0 d=4.59749e-07 t=6912
di san ge te xing 	第三個特性	c=1 d=4.62054e-06 t=6912
di si ge 	第四個	c=1 d=4.7375e-06 t=6912
di yi 	第一	c=0 d=2.09302e-14 t=6912
di yi ci 	第一次	c=0 d=2.30599e-07 t=6912
di yi ci yu dao de 	第一次遇到的	c=1 d=2.31755e-06 t=6912
di yi dian 	低一點	c=1 d=4.21553e-15 t=6912
di yi ge 	第一個	c=4 d=3.2473e-05 t=6912
di yi lei 	第一類	c=0 d=8.03065e-10 t=6912
di yi lei de 	第一類的	c=1 d=8.07091e-09 t=6912
di yi wei du 	第一維度	c=1 d=2.10351e-13 t=6912
di zhi 	地址	c=9 d=0.846887 t=6912
di zhi mei you yi lai de 	地址沒有依賴的	c=1 d=0.514274 t=6912
dia ma 	嗲嗎	c=1 d=1.7558e-05 t=6912
dian 	點	c=1 d=0.01649 t=6912
dian kai 	點開	c=1 d=7.19413e-09 t=6912
dian nao 	電腦	c=3 d=0.000262576 t=6912
dian xing de 	典型的	c=1 d=0.000361702 t=6912
dian yi xia 	點一下	c=1 d=1.67997e-15 t=6912
dian yuan 	電源	c=1 d=0.000854495 t=6912
dian yuan guan li 	電源管理	c=0 d=5.65718e-06 t=6912
dian yuan guan li xiang jin de 	電源管理相近的	c=1 d=5.68554e-05 t=6912
dian zi 	電子	c=2 d=1.65357e-05 t=6912
dian zi qian 	電子簽	c=1 d=6.94788e-11 t=6912
diao 	掉	c=0 d=2.37703e-11 t=6912
diao du 	調度	c=0 d=0.000147367 t=6912
diao huan 	調換	c=0 d=0.00526021 t=6912
diao yong 	調用	c=19 d=1.91252e-05 t=6912
diao yong de 	調用的	c=1 d=5.9211e-07 t=6912
diao yong shi 	調用時	c=2 d=6.81789e-10 t=6912
diao yong zhe de 	調用者的	c=1 d=1.48156e-07 t=6912
ding 	定	c=2 d=6.53913e-11 t=6912
ding 	鼎	c=1 d=5.3952e-06 t=6912
ding dian 	定點	c=1 d=6.52415e-06 t=6912
ding ding ding ding 	頂頂頂頂	c=0 d=9.44524e-07 t=6912
ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding di deng sheng wu 	頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂低等生物	c=1 d=9.44524e-06 t=6912
ding ji 	頂級	c=3 d=3.91358e-09 t=6912
ding xiang 	定向	c=0 d=8.68147e-15 t=6912
ding yi 	定義	c=26 d=0.17936 t=6912
ding yi de 	定義的	c=1 d=6.16116e-09 t=6912
ding yi hou 	定義後	c=1 d=1.36083e-07 t=6912
ding yi jian dan de 	定義簡單地	c=1 d=3.32238e-08 t=6912
ding yi le 	定義了	c=5 d=6.81073e-05 t=6912
ding yi le yi ge lei 	定義了一個類	c=1 d=3.5725e-09 t=6912
ding yi wei 	定義爲	c=2 d=3.67364e-06 t=6912
ding yi yi ge 	定義一個	c=1 d=4.0273e-07 t=6912
ding yi zai 	定義在	c=3 d=4.21985e-06 t=6912
dong 	懂	c=0 d=9.00784e-08 t=6912
dong 	東	c=1 d=8.60541e-11 t=6912
dong lin cun 	東鄰村	c=1 d=7.75576e-11 t=6912
dong tai 	動態	c=5 d=0.000147536 t=6912
dong tai de 	動態的	c=1 d=3.48607e-15 t=6912
dong tai diao du 	動態調度	c=2 d=0.00389862 t=6912
dong tai er jin zhi 	動態二進制	c=1 d=1.67563e-14 t=6912
dong tai fan yi 	動態翻譯	c=1 d=1.57018e-14 t=6912
dong tai fan yi de 	動態翻譯的	c=1 d=9.33505e-15 t=6912
dong tai lei xing 	動態類型	c=1 d=1.48899e-07 t=6912
dong xi 	東西	c=1 d=0.501576 t=6912
dou 	都	c=12 d=0.201007 t=6912
dou bei 	都被	c=1 d=0.064894 t=6912
dou bi 	都比	c=0 d=7.73837e-15 t=6912
dou bi xu yao 	都比需要	c=1 d=7.77716e-14 t=6912
dou bu neng 	都不能	c=1 d=0.275271 t=6912
dou cheng gong 	都成功	c=1 d=2.37008e-05 t=6912
dou deng yu 	都等於	c=1 d=0.0572688 t=6912
dou hui 	都會	c=3 d=0.0645729 t=6912
dou hui bei 	都會被	c=1 d=2.90331e-10 t=6912
dou hui ji suan yi ci 	都會計算一次	c=1 d=8.67704e-08 t=6912
dou ke yi 	都可以	c=3 d=0.483655 t=6912
dou qi yong le 	都啓用了	c=1 d=0.0256042 t=6912
dou shi 	都是	c=4 d=1.6994e-06 t=6912
dou shi ji yu 	都是基於	c=1 d=1.92711e-12 t=6912
dou shi yuan yu 	都是源於	c=1 d=1.49284e-08 t=6912
dou wei 	都爲	c=1 d=0.0291588 t=6912
dou xu yao 	都需要	c=1 d=1.73414e-06 t=6912
dou yao 	都要	c=0 d=3.33846e-07 t=6912
dou you 	都有	c=2 d=0.292293 t=6912
dou you yi ge 	都有一個	c=1 d=1.90236e-07 t=6912
dou zhi jie cong 	都直接從	c=1 d=0.0104099 t=6912
dou zhi neng you yi ge 	都只能有一個	c=1 d=1.51907e-07 t=6912
du 	度	c=0 d=0.000334597 t=6912
du 	讀	c=1 d=0.0766654 t=6912
du bo 	讀博	c=0 d=0.00155297 t=6912
du bu fen 	讀部分	c=1 d=0.236928 t=6912
du cao zuo 	讀操作	c=1 d=0.0243554 t=6912
du chu 	讀出	c=1 d=0.11408 t=6912
du chu xian qian 	讀出先前	c=1 d=0.860708 t=6912
du gong 	督工	c=0 d=2.53141e-16 t=6912
du guo 	讀過	c=1 d=0.0327124 t=6912
du hui 	都會	c=1 d=2.41254e-08 t=6912
du qu 	讀取	c=4 d=0.322586 t=6912
du xie 	讀寫	c=4 d=0.332633 t=6912
du xie quan 	讀寫全	c=1 d=0.293758 t=6912
du xie quan xian 	讀寫權限	c=1 d=0.299692 t=6912
du xie shun xu 	讀寫順序	c=1 d=0.516851 t=6912
du zhi ling 	讀指令	c=1 d=0.215456 t=6912
du zi 	獨自	c=0 d=0.000110822 t=6912
du zi de 	獨自的	c=1 d=0.00111378 t=6912
duan 	端	c=1 d=0.000121572 t=6912
duan de 	端的	c=2 d=0.000139487 t=6912
duan dian 	斷電	c=1 d=1.34706e-05 t=6912
duan dian 	斷點	c=1 d=6.65934e-12 t=6912
duan lian 	鍛鍊	c=1 d=3.66356e-11 t=6912
duan yan 	斷言	c=1 d=9.25978e-08 t=6912
dui 	對	c=29 d=0.126143 t=6912
dui cheng xu 	對程序	c=1 d=0.0234005 t=6912
dui de 	對的	c=0 d=0.022313 t=6912
dui kou 	對口	c=1 d=8.31812e-11 t=6912
dui le 	對了	c=0 d=5.62992e-08 t=6912
dui lei de 	對類的	c=1 d=1.613e-07 t=6912
dui lie 	隊列	c=1 d=0.000488095 t=6912
dui nei cun de xie 	對內存的寫	c=1 d=0.00408677 t=6912
dui shi xian 	對實現	c=1 d=0.232236 t=6912
dui shu ju 	對數據	c=1 d=0.00609675 t=6912
dui tong yi ge di zhi de 	對同一個地址的	c=1 d=0.865022 t=6912
dui xiang 	對象	c=11 d=2.67638e-06 t=6912
dui xiang de 	對象的	c=1 d=1.66773e-07 t=6912
dui xiang de cheng yuan bian liang shi fou yi zhi 	對象的成員變量是否一致	c=1 d=2.45492e-07 t=6912
dui yi ge 	對一個	c=1 d=0.00126207 t=6912
dui ying 	對應	c=1 d=5.41193e-13 t=6912
dui ying de 	對應的	c=3 d=0.00516662 t=6912
dui yu 	對於	c=20 d=1.58129 t=6912
dui yu bu chong tu de 	對於不衝突的	c=1 d=0.00381048 t=6912
dui yu hu chi de 	對於互斥的	c=1 d=0.00360656 t=6912
duo ci 	多次	c=0 d=3.83309e-07 t=6912
duo ci diao yong 	多次調用	c=1 d=1.91652e-06 t=6912
duo ci ji suan 	多次計算	c=1 d=1.93578e-06 t=6912
duo ge 	多個	c=8 d=0.634778 t=6912
duo ge he 	多個核	c=2 d=0.00104368 t=6912
duo ge zhi 	多個值	c=1 d=3.6902e-08 t=6912
duo he 	多核	c=3 d=0.00240653 t=6912
duo he qing kuang xia 	多核情況下	c=1 d=0.0238732 t=6912
duo ji 	多級	c=1 d=3.61025e-15 t=6912
duo le 	多了	c=0 d=0.00963276 t=6912
duo ren wu 	多任務	c=1 d=0.000916453 t=6912
duo shao 	多少	c=3 d=0.000243596 t=6912
duo tai 	多態	c=3 d=9.95523e-07 t=6912
duo tai de 	多態的	c=1 d=3.71766e-07 t=6912
duo xian cheng 	多線程	c=2 d=0.0153608 t=6912
duo xian cheng de 	多線程的	c=1 d=0.0171063 t=6912
duo xian cheng de cheng xu 	多線程的程序	c=1 d=0.132655 t=6912
duo yi dian 	多一點	c=1 d=1.2949e-11 t=6912
duo zhong 	多種	c=0 d=1.11592e-07 t=6912
duo zhong shi li 	多種實例	c=1 d=3.90827e-07 t=6912
e 	額	c=0 d=0.0909373 t=6912
e gao 	惡搞	c=0 d=1.11453e-12 t=6912
e wai de 	額外的	c=1 d=1.16002e-11 t=6912
e xin 	噁心	c=1 d=4.40957e-15 t=6912
en 	恩	c=6 d=0.0190802 t=6912
er 	而	c=12 d=0.464693 t=6912
er bu neng 	而不能	c=0 d=0.000440507 t=6912
er bu neng zhi jie dui 	而不能直接對	c=1 d=0.00442715 t=6912
er bu shi 	而不是	c=1 d=1.53141e-14 t=6912
er er 	二二	c=0 d=9.71437e-14 t=6912
er fei 	而非	c=1 d=1.96604e-12 t=6912
er jin zhi 	二進制	c=4 d=9.42085e-05 t=6912
er jin zhi fan yi de 	二進制翻譯的	c=2 d=2.33921e-14 t=6912
er jin zhi ge shi de 	二進制格式的	c=1 d=6.19521e-15 t=6912
er ke yi 	而可以	c=1 d=3.31436e-09 t=6912
er ling 	二〇	c=0 d=9.71437e-14 t=6912
er ling er er 	二〇二二	c=1 d=9.76306e-13 t=6912
er qi ta de 	而其他的	c=1 d=3.46633e-07 t=6912
er qie 	而且	c=4 d=0.0119742 t=6912
er yan 	而言	c=0 d=5.80138e-08 t=6912
fa 	發	c=1 d=4.70491e-13 t=6912
fa chu 	發出	c=1 d=0.00353592 t=6912
fa chu jing gao 	發出警告	c=1 d=4.91979e-09 t=6912
fa gei 	發給	c=1 d=1.54307e-15 t=6912
fa guo 	發過	c=0 d=1.43158e-16 t=6912
fa ming 	發明	c=0 d=2.51878e-16 t=6912
fa ming de 	發明的	c=1 d=2.53141e-15 t=6912
fa piao 	發票	c=3 d=0.000824716 t=6912
fa she 	發射	c=1 d=0.00140882 t=6912
fa sheng 	發生	c=1 d=4.37684e-11 t=6912
fa sheng le 	發生了	c=1 d=1.24134e-14 t=6912
fa sheng zai 	發生在	c=1 d=2.74841e-12 t=6912
fa song zhe 	發送者	c=2 d=0.000906853 t=6912
fa song zhe suo 	發送者所	c=1 d=0.000413853 t=6912
fa xian 	發現	c=1 d=1.97113e-13 t=6912
fan dao 	反倒	c=0 d=0.0574072 t=6912
fan hua 	泛化	c=1 d=4.59084e-07 t=6912
fan hua xing 	泛化性	c=1 d=7.63769e-07 t=6912
fan hui 	返回	c=8 d=0.00269434 t=6912
fan hui de 	返回的	c=1 d=1.32127e-06 t=6912
fan hui de zhi 	返回的值	c=1 d=0.0023344 t=6912
fan hui de zhi shi yi ge 	返回的只是一個	c=1 d=1.2405e-06 t=6912
fan hui shi 	返回是	c=1 d=6.03814e-07 t=6912
fan hui yi ge 	返回一個	c=1 d=1.66919e-07 t=6912
fan hui zhi 	返回值	c=2 d=1.36893e-07 t=6912
fan hui zhi ke neng wei 	返回值可能爲	c=1 d=2.0869e-08 t=6912
fan hui zhi lei xing 	返回值類型	c=1 d=6.82677e-10 t=6912
fan hui zhi qi shi shi bu yi yang de 	返回值其實是不一樣的	c=1 d=1.19185e-06 t=6912
fan kui biao 	反饋表	c=1 d=1.10382e-15 t=6912
fan ti zi 	繁體字	c=1 d=4.63565e-15 t=6912
fan wei 	範圍	c=1 d=2.23206e-05 t=6912
fan ye 	翻頁	c=1 d=8.76872e-14 t=6912
fan yi 	翻譯	c=9 d=3.02807e-05 t=6912
fan yi hou 	翻譯後	c=1 d=1.44223e-14 t=6912
fan yi hou de 	翻譯後的	c=1 d=1.15164e-14 t=6912
fan yi qi 	翻譯器	c=3 d=3.77651e-14 t=6912
fan yi wei 	翻譯爲	c=1 d=1.04945e-09 t=6912
fan yi zhi hou de 	翻譯之後的	c=2 d=2.68973e-14 t=6912
fan yi zhi qian 	翻譯之前	c=1 d=1.07917e-14 t=6912
fan zhuan 	反轉	c=0 d=6.67317e-08 t=6912
fan zhuan le 	反轉了	c=1 d=6.70662e-07 t=6912
fang 	放	c=1 d=8.09318e-12 t=6912
fang 	防	c=1 d=6.31821e-11 t=6912
fang bian 	方便	c=2 d=3.97297e-05 t=6912
fang bian de 	方便的	c=1 d=0.0131336 t=6912
fang cun 	訪存	c=7 d=1.29276 t=6912
fang cun ba 	訪存吧	c=1 d=0.0101529 t=6912
fang cun zhi ling 	訪存指令	c=1 d=0.546074 t=6912
fang dao 	放到	c=0 d=7.39283e-07 t=6912
fang dao le 	放到了	c=1 d=7.42989e-06 t=6912
fang fa 	方法	c=27 d=0.289206 t=6912
fang fa de 	方法的	c=1 d=4.01758e-08 t=6912
fang kuan 	放寬	c=1 d=0.0964174 t=6912
fang kuan le 	放寬了	c=1 d=0.511709 t=6912
fang mian 	方面	c=1 d=5.71695e-11 t=6912
fang ru 	放入	c=3 d=0.0880904 t=6912
fang shi 	方式	c=3 d=3.16439e-10 t=6912
fang song 	放鬆	c=0 d=0.0574072 t=6912
fang song ta men de shun xu fan dao you li yu 	放鬆他們的順序反倒有利於	c=1 d=0.57695 t=6912
fang wen 	訪問	c=14 d=0.0149532 t=6912
fang xiang 	方向	c=1 d=1.83756e-11 t=6912
fang zai 	放在	c=2 d=2.89503e-05 t=6912
fang zai yi ge 	放在一個	c=1 d=1.09228e-09 t=6912
fang zhen 	仿真	c=2 d=2.56779e-10 t=6912
fang zhi 	放置	c=0 d=1.45975e-10 t=6912
fang zhi 	防止	c=4 d=0.494447 t=6912
fang zhi zai 	放置在	c=1 d=1.46707e-09 t=6912
fei 	非	c=0 d=0.00471746 t=6912
fei bang ding 	非綁定	c=2 d=0.100958 t=6912
fei bang ding yu qu 	非綁定預取	c=1 d=0.00271728 t=6912
fei bang ding yu qu bing bu hui 	非綁定預取並不會	c=1 d=0.00264522 t=6912
fei chang 	非常	c=1 d=0.0327039 t=6912
fei chang da 	非常大	c=0 d=1.18672e-15 t=6912
fei chang da de 	非常大的	c=1 d=1.19267e-14 t=6912
fei chang duo 	非常多	c=1 d=3.84277e-07 t=6912
fei chang duo de 	非常多的	c=1 d=9.95521e-07 t=6912
fei chang guang fan 	非常廣泛	c=1 d=5.9043e-08 t=6912
fei chang jian dan de 	非常簡單的	c=1 d=0.00460782 t=6912
fei chang jie jin 	非常接近	c=1 d=0.160414 t=6912
fei chang lang fei ji suan zi yuan 	非常浪費計算資源	c=1 d=9.56486e-07 t=6912
fei chang zhong yao 	非常重要	c=0 d=1.07825e-05 t=6912
fei dei 	非得	c=1 d=8.38288e-14 t=6912
fei di gui 	非遞歸	c=1 d=6.86098e-10 t=6912
fei ding xiang 	非定向	c=1 d=8.72499e-14 t=6912
fei ge 	飛哥	c=1 d=0.0152985 t=6912
fei shu ju yi lai de 	非數據依賴的	c=1 d=0.0459593 t=6912
fei xu 	廢墟	c=0 d=4.15927e-05 t=6912
fen bie 	分別	c=1 d=5.6328e-13 t=6912
fen bie wei 	分別爲	c=1 d=4.14135e-12 t=6912
fen gong si 	分公司	c=1 d=0.000204488 t=6912
fen jie 	分解	c=0 d=2.27205e-09 t=6912
fen kai 	分開	c=0 d=2.40795e-16 t=6912
fen lei 	分類	c=0 d=2.21519e-05 t=6912
fen mu 	分母	c=0 d=5.99251e-07 t=6912
fen qu 	分區	c=0 d=2.80927e-06 t=6912
fen wei 	分爲	c=2 d=0.000507874 t=6912
fen wei le 	分爲了	c=1 d=5.25199e-13 t=6912
fen xi 	分析	c=2 d=7.98943e-06 t=6912
fen zhi 	分支	c=5 d=0.0353101 t=6912
fen zhi yu qu 	分支預取	c=1 d=0.00136719 t=6912
fen zi 	分子	c=0 d=5.99251e-07 t=6912
fen zi fen mu 	分子分母	c=1 d=6.02255e-06 t=6912
feng fu 	豐富	c=1 d=3.21696e-11 t=6912
feng mian 	封面	c=4 d=3.86661e-12 t=6912
feng xian 	風險	c=1 d=9.18061e-06 t=6912
feng zhuang 	封裝	c=0 d=5.88805e-06 t=6912
fou ze 	否則	c=1 d=0.759572 t=6912
fu 	賦	c=0 d=7.4684e-09 t=6912
fu dan 	負擔	c=1 d=3.81308e-11 t=6912
fu gai 	覆蓋	c=1 d=9.07797e-10 t=6912
fu gei 	賦給	c=1 d=0.000464291 t=6912
fu hao 	符號	c=1 d=1.7176e-07 t=6912
fu hao biao shi 	符號表示	c=1 d=5.77244e-07 t=6912
fu jia 	附加	c=1 d=1.13705e-11 t=6912
fu jian 	附件	c=2 d=8.1644e-13 t=6912
fu lei 	父類	c=2 d=1.16364e-06 t=6912
fu mu 	父母	c=1 d=3.77513e-11 t=6912
fu wei 	復位	c=2 d=5.34577e-05 t=6912
fu wei hou 	復位後	c=1 d=1.99956e-05 t=6912
fu wei qing qiu 	復位請求	c=1 d=1.54176e-05 t=6912
fu wei xin hao 	復位信號	c=1 d=1.21279e-05 t=6912
fu wu 	服務	c=1 d=0.00596121 t=6912
fu wu mei yi ge he 	服務每一個核	c=1 d=0.00379148 t=6912
fu wu mo shi 	服務模式	c=1 d=2.44226e-05 t=6912
fu wu qi 	服務器	c=2 d=1.29657e-10 t=6912
fu wu qi dang ji 	服務器宕機	c=1 d=3.52962e-14 t=6912
fu wu qi de 	服務器的	c=1 d=3.40822e-14 t=6912
fu wu qi shang 	服務器上	c=1 d=3.61898e-14 t=6912
fu yan jiu yuan 	副研究員	c=2 d=1.77122e-12 t=6912
fu yi ge 	賦一個	c=1 d=7.50584e-08 t=6912
fu yong 	復用	c=3 d=0.0102569 t=6912
fu za de 	複雜的	c=1 d=3.19211e-08 t=6912
fu za du 	複雜度	c=1 d=0.0393602 t=6912
fu zai 	負載	c=1 d=2.61481e-14 t=6912
fu ze 	負責	c=2 d=5.78036e-05 t=6912
fu zhai 	負債	c=0 d=2.58879e-15 t=6912
fu zhi 	複製	c=1 d=8.85082e-06 t=6912
fu zhi 	賦值	c=1 d=4.32735e-10 t=6912
fu zhi dao 	複製到	c=1 d=0.000520875 t=6912
fu zhi de 	賦值的	c=2 d=0.000528747 t=6912
fu zhu 	輔助	c=1 d=5.00792e-12 t=6912
gai 	該	c=5 d=0.0227755 t=6912
gai bian 	改變	c=2 d=0.0374406 t=6912
gai di 	該地	c=0 d=3.05268e-13 t=6912
gai di zhi 	該地址	c=1 d=3.06799e-12 t=6912
gai mo xing 	該模型	c=1 d=0.172045 t=6912
gai nian 	概念	c=1 d=2.68794e-15 t=6912
gai pai 	改派	c=2 d=0.000343131 t=6912
gai zao 	改造	c=1 d=1.70861e-08 t=6912
gan 	感	c=1 d=1.81051e-13 t=6912
gan 	敢	c=1 d=1.8981e-10 t=6912
gan jue 	感覺	c=5 d=0.0179329 t=6912
gan ma 	幹嘛	c=1 d=0.0182243 t=6912
gan xie 	感謝	c=2 d=4.13474e-15 t=6912
gan zhi 	感知	c=1 d=0.000415927 t=6912
gao 	高	c=0 d=0.0594544 t=6912
gao gong hao 	高功耗	c=1 d=2.3348e-05 t=6912
gao ji 	高級	c=0 d=9.09683e-06 t=6912
gao ji zong he shi 	高級綜合時	c=1 d=9.14242e-05 t=6912
gao jie 	高階	c=2 d=1.56054e-08 t=6912
gao jie han shu 	高階函數	c=1 d=8.56998e-09 t=6912
gao su 	告訴	c=1 d=1.16563e-09 t=6912
gao xin 	高新	c=1 d=8.91914e-12 t=6912
gao xin nan qu 	高新南區	c=1 d=7.89335e-12 t=6912
gao yi ge 	搞一個	c=1 d=3.69208e-14 t=6912
ge 	個	c=10 d=0.143442 t=6912
ge 	各	c=1 d=0.00035443 t=6912
ge 	哥	c=3 d=0.0143697 t=6912
ge bi 	隔壁	c=1 d=0.013912 t=6912
ge fang mian 	各方面	c=1 d=2.37129e-11 t=6912
ge ge 	各個	c=2 d=0.465404 t=6912
ge ge 	哥哥	c=1 d=6.84094e-05 t=6912
ge jiao du 	個角度	c=1 d=0.157237 t=6912
ge li 	隔離	c=3 d=1.4249e-13 t=6912
ge li de 	隔離的	c=1 d=2.45025e-14 t=6912
ge ren 	個人	c=3 d=0.0115106 t=6912
